Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
Property 1381,A nice property,25 Lac,2546303,Ahmedabad,3191 sqft,Resale,Ground,Under Construction,Semi-Furnished,East,Park,Society 43,,1.0,3.0,Leasehold,5082 sqft,NA,1956 sqft
Property 1382,A nice property,48 Lac,4855831,Surat,2077 sqft,Under Construction,10,Ready to Move,Semi-Furnished,West,Main Road,Society 32,3.0,0.0,0.0,Leasehold,4753 sqft,NA,NA
Property 1383,A nice property,25 Lac,2556062,Vadodara,1262 sqft,Under Construction,23,Ready to Move,Unfurnished,South,Park,Society 3,2.0,,0.0,Leasehold,4634 sqft,NA,4673 sqft
Property 1384,A nice property,37 Lac,3744810,Ludhiana,4594 sqft,Under Construction,17,Ready to Move,Furnished,South,NA,Society 30,5.0,2.0,0.0,Leasehold,4460 sqft,NA,2839 sqft
Property 1385,A nice property,46 Lac,4603341,Ludhiana,3324 sqft,Ready,Ground,Ready to Move,Furnished,West,Park,Society 2,1.0,,3.0,Leasehold,703 sqft,NA,NA
Property 1386,A nice property,75 Lac,7581256,Vadodara,2048 sqft,Under Construction,23,Under Construction,Unfurnished,South,NA,NA,3.0,2.0,0.0,Freehold,4547 sqft,NA,NA
Property 1387,A nice property,2.1 Cr,20725349,Mumbai,3167 sqft,Resale,5,Ready to Move,Unfurnished,South,Main Road,Society 5,5.0,3.0,3.0,Leasehold,3634 sqft,NA,NA
Property 1388,A nice property,51 Lac,5132444,Ludhiana,1075 sqft,Ready,3,Ready to Move,Unfurnished,East,Park,NA,4.0,,3.0,Freehold,940 sqft,NA,2803 sqft
Property 1389,A nice property,24 Lac,2452033,Jaipur,638 sqft,Ready,22,Under Construction,Unfurnished,East,Park,Society 40,3.0,0.0,2.0,Freehold,1570 sqft,NA,4570 sqft
Property 1390,A nice property,2.2 Cr,21951541,Mumbai,4303 sqft,Ready,Ground,Under Construction,Unfurnished,North,Main Road,Society 46,4.0,0.0,1.0,Freehold,2267 sqft,NA,711 sqft
Property 1391,A nice property,47 Lac,4711337,Chennai,2840 sqft,Ready,Ground,Under Construction,Semi-Furnished,South,Park,Society 16,5.0,2.0,2.0,Freehold,5416 sqft,NA,688 sqft
Property 1392,A nice property,78 Lac,7815900,Jaipur,2315 sqft,Resale,15,Under Construction,Unfurnished,North,NA,Society 40,2.0,0.0,,Freehold,5812 sqft,NA,4264 sqft
Property 1393,A nice property,55 Lac,5507469,Lucknow,1981 sqft,Ready,Ground,Under Construction,Unfurnished,West,Park,Society 49,5.0,2.0,2.0,Freehold,2465 sqft,NA,1052 sqft
Property 1394,A nice property,71 Lac,7198078,Indore,1897 sqft,Ready,18,Under Construction,Unfurnished,East,Park,NA,4.0,1.0,3.0,Leasehold,5620 sqft,NA,NA
Property 1395,A nice property,67 Lac,6719908,Nagpur,4610 sqft,Resale,7,Ready to Move,Furnished,East,Park,Society 49,3.0,1.0,,Leasehold,5843 sqft,NA,NA
Property 1396,A nice property,2.2 Cr,22389153,Mumbai,1321 sqft,Under Construction,22,Under Construction,Unfurnished,North,Main Road,Society 42,3.0,3.0,1.0,Leasehold,2120 sqft,NA,2614 sqft
Property 1397,A nice property,77 Lac,7785900,Chennai,1660 sqft,Resale,4,Under Construction,Unfurnished,West,Park,Society 31,1.0,,2.0,Leasehold,3340 sqft,NA,2786 sqft
Property 1398,A nice property,71 Lac,7176605,Pune,4152 sqft,Under Construction,23,Under Construction,Semi-Furnished,East,Park,Society 30,,2.0,,Freehold,3925 sqft,NA,1779 sqft
Property 1399,A nice property,65 Lac,6576095,Ghaziabad,4117 sqft,Ready,11,Under Construction,Semi-Furnished,West,Main Road,Society 41,1.0,0.0,3.0,Leasehold,4401 sqft,NA,NA
Property 1400,A nice property,61 Lac,6113671,Bhopal,3904 sqft,Ready,Ground,Under Construction,Unfurnished,East,Park,NA,3.0,3.0,2.0,Leasehold,5713 sqft,NA,NA
Property 1401,A nice property,1.8 Cr,18240627,Delhi,4114 sqft,Ready,8,Ready to Move,Semi-Furnished,North,NA,NA,,2.0,1.0,Leasehold,4616 sqft,NA,NA
Property 1402,A nice property,79 Lac,7970948,Pune,4510 sqft,Resale,22,Under Construction,Semi-Furnished,East,Park,NA,4.0,3.0,2.0,Freehold,3194 sqft,NA,1892 sqft
Property 1403,A nice property,1.8 Cr,17836664,Mumbai,3740 sqft,Under Construction,22,Under Construction,Furnished,West,Main Road,Society 36,1.0,1.0,3.0,Freehold,3931 sqft,NA,2392 sqft
Property 1404,A nice property,1.3 Cr,13041643,Delhi,638 sqft,Under Construction,5,Ready to Move,Semi-Furnished,East,Park,Society 15,1.0,1.0,2.0,Leasehold,2705 sqft,NA,2178 sqft
Property 1405,A nice property,61 Lac,6126845,Kochi,909 sqft,Resale,Ground,Ready to Move,Unfurnished,East,Main Road,NA,5.0,,1.0,Freehold,1453 sqft,NA,4004 sqft
Property 1406,A nice property,26 Lac,2656095,Kolkata,4972 sqft,Resale,16,Under Construction,Furnished,South,Park,Society 23,1.0,0.0,1.0,Freehold,4625 sqft,NA,NA
Property 1407,A nice property,39 Lac,3916566,Bhopal,2233 sqft,Under Construction,23,Under Construction,Furnished,North,Main Road,Society 36,1.0,2.0,0.0,Leasehold,4651 sqft,NA,4913 sqft
Property 1408,A nice property,45 Lac,4583047,Surat,3656 sqft,Resale,8,Under Construction,Semi-Furnished,South,NA,Society 2,2.0,0.0,,Freehold,1249 sqft,NA,NA
Property 1409,A nice property,27 Lac,2727952,Chandigarh,715 sqft,Ready,Ground,Ready to Move,Semi-Furnished,East,Park,Society 15,5.0,1.0,2.0,Leasehold,4949 sqft,NA,NA
Property 1410,A nice property,33 Lac,3386981,Indore,3239 sqft,Under Construction,20,Ready to Move,Semi-Furnished,North,Park,Society 38,1.0,0.0,0.0,Freehold,4003 sqft,NA,NA
Property 1411,A nice property,48 Lac,4847628,Chennai,4950 sqft,Resale,11,Under Construction,Semi-Furnished,North,NA,Society 43,4.0,1.0,3.0,Leasehold,2185 sqft,NA,4911 sqft
Property 1412,A nice property,39 Lac,3999462,Nagpur,2161 sqft,Under Construction,23,Under Construction,Unfurnished,North,NA,NA,1.0,3.0,3.0,Freehold,4028 sqft,NA,3835 sqft
Property 1413,A nice property,73 Lac,7378843,Lucknow,746 sqft,Resale,24,Ready to Move,Semi-Furnished,West,Park,Society 43,1.0,3.0,2.0,Freehold,4029 sqft,NA,1882 sqft
Property 1414,A nice property,63 Lac,6350616,Indore,633 sqft,Under Construction,21,Ready to Move,Semi-Furnished,West,NA,Society 46,2.0,,,Leasehold,4301 sqft,NA,NA
Property 1415,A nice property,78 Lac,7839192,Ghaziabad,2638 sqft,Under Construction,14,Under Construction,Furnished,South,Park,Society 16,4.0,2.0,3.0,Leasehold,5021 sqft,NA,NA
Property 1416,A nice property,73 Lac,7369739,Ludhiana,2453 sqft,Under Construction,Ground,Under Construction,Furnished,North,Main Road,Society 26,3.0,0.0,2.0,Freehold,4068 sqft,NA,2923 sqft
Property 1417,A nice property,91 Lac,9175927,Delhi,3420 sqft,Ready,4,Under Construction,Semi-Furnished,South,Main Road,Society 1,4.0,2.0,1.0,Leasehold,1273 sqft,NA,NA
Property 1418,A nice property,1.0 Cr,10422836,Bangalore,3156 sqft,Ready,4,Under Construction,Furnished,East,Park,Society 22,1.0,2.0,,Freehold,4007 sqft,NA,3921 sqft
Property 1419,A nice property,49 Lac,4964190,Pune,1656 sqft,Under Construction,24,Under Construction,Furnished,South,Park,Society 23,4.0,2.0,3.0,Leasehold,2604 sqft,NA,4742 sqft
Property 1420,A nice property,22 Lac,2214004,Chennai,1441 sqft,Resale,7,Under Construction,Furnished,East,Main Road,Society 24,4.0,2.0,2.0,Leasehold,2555 sqft,NA,NA
Property 1421,A nice property,55 Lac,5556206,Ludhiana,3742 sqft,Ready,4,Ready to Move,Unfurnished,North,Park,Society 20,,3.0,2.0,Leasehold,5301 sqft,NA,1527 sqft
Property 1422,A nice property,1.2 Cr,12184824,Bangalore,4723 sqft,Resale,5,Ready to Move,Furnished,North,Park,Society 2,4.0,3.0,2.0,Freehold,3913 sqft,NA,2425 sqft
Property 1423,A nice property,1.8 Cr,18028103,Delhi,3107 sqft,Under Construction,Ground,Ready to Move,Semi-Furnished,East,NA,Society 18,5.0,0.0,0.0,Freehold,2400 sqft,NA,2485 sqft
Property 1424,A nice property,58 Lac,5848066,Jaipur,1968 sqft,Resale,Ground,Under Construction,Unfurnished,South,Park,NA,3.0,3.0,3.0,Leasehold,5075 sqft,NA,1338 sqft
Property 1425,A nice property,31 Lac,3135321,Chandigarh,1134 sqft,Ready,1,Under Construction,Semi-Furnished,West,NA,Society 1,2.0,0.0,1.0,Freehold,1677 sqft,NA,4759 sqft
Property 1426,A nice property,71 Lac,7124408,Surat,974 sqft,Resale,19,Under Construction,Semi-Furnished,East,Park,Society 39,,2.0,,Freehold,2680 sqft,NA,3902 sqft
Property 1427,A nice property,72 Lac,7207419,Visakhapatnam,3042 sqft,Resale,13,Ready to Move,Semi-Furnished,North,Main Road,Society 37,3.0,1.0,3.0,Leasehold,784 sqft,NA,2833 sqft
Property 1428,A nice property,57 Lac,5737421,Ludhiana,2982 sqft,Under Construction,Ground,Under Construction,Unfurnished,East,Main Road,Society 45,2.0,1.0,3.0,Freehold,2321 sqft,NA,2249 sqft
Property 1429,A nice property,55 Lac,5536479,Chandigarh,4334 sqft,Under Construction,12,Under Construction,Semi-Furnished,East,NA,Society 10,5.0,1.0,3.0,Freehold,1866 sqft,NA,NA
Property 1430,A nice property,52 Lac,5208166,Surat,4862 sqft,Resale,5,Ready to Move,Furnished,West,Park,Society 35,2.0,3.0,,Leasehold,4059 sqft,NA,3382 sqft
Property 1431,A nice property,50 Lac,5075972,Jaipur,4893 sqft,Resale,20,Under Construction,Semi-Furnished,North,Park,Society 25,2.0,0.0,,Leasehold,1763 sqft,NA,4089 sqft
Property 1432,A nice property,55 Lac,5538369,Kolkata,3367 sqft,Under Construction,4,Ready to Move,Semi-Furnished,East,NA,NA,2.0,,3.0,Leasehold,3182 sqft,NA,744 sqft
Property 1433,A nice property,33 Lac,3317011,Kochi,4152 sqft,Ready,18,Under Construction,Furnished,East,Main Road,NA,3.0,0.0,1.0,Freehold,5737 sqft,NA,NA
Property 1434,A nice property,47 Lac,4715141,Hyderabad,1696 sqft,Ready,Ground,Ready to Move,Unfurnished,South,Park,Society 30,2.0,0.0,,Leasehold,4924 sqft,NA,999 sqft
Property 1435,A nice property,55 Lac,5531572,Nagpur,3407 sqft,Resale,10,Ready to Move,Semi-Furnished,North,Park,Society 29,1.0,1.0,,Leasehold,4151 sqft,NA,4120 sqft
Property 1436,A nice property,61 Lac,6184516,Surat,4615 sqft,Under Construction,Ground,Under Construction,Furnished,South,Main Road,Society 24,1.0,0.0,2.0,Leasehold,3183 sqft,NA,3029 sqft
Property 1437,A nice property,1.5 Cr,14599395,Hyderabad,3542 sqft,Resale,15,Ready to Move,Furnished,South,Main Road,Society 3,4.0,0.0,3.0,Leasehold,923 sqft,NA,3557 sqft
Property 1438,A nice property,24 Lac,2413206,Lucknow,2143 sqft,Under Construction,10,Ready to Move,Furnished,East,NA,NA,5.0,0.0,,Freehold,5697 sqft,NA,2224 sqft
Property 1439,A nice property,39 Lac,3982317,Ghaziabad,1950 sqft,Ready,22,Ready to Move,Semi-Furnished,South,Main Road,Society 29,3.0,0.0,0.0,Freehold,2771 sqft,NA,661 sqft
Property 1440,A nice property,70 Lac,7090914,Visakhapatnam,3904 sqft,Resale,Ground,Under Construction,Furnished,West,Park,Society 15,5.0,0.0,0.0,Freehold,3996 sqft,NA,2104 sqft
Property 1441,A nice property,39 Lac,3955354,Kochi,756 sqft,Under Construction,Ground,Ready to Move,Semi-Furnished,West,NA,Society 36,5.0,,,Leasehold,3948 sqft,NA,2647 sqft
Property 1442,A nice property,37 Lac,3795175,Lucknow,2471 sqft,Resale,11,Ready to Move,Unfurnished,North,Main Road,NA,4.0,1.0,0.0,Freehold,3700 sqft,NA,4356 sqft
Property 1443,A nice property,1.2 Cr,12305824,Bangalore,2437 sqft,Ready,23,Under Construction,Semi-Furnished,South,Park,Society 36,,3.0,,Leasehold,2967 sqft,NA,3379 sqft
Property 1444,A nice property,56 Lac,5696021,Ahmedabad,1674 sqft,Ready,23,Under Construction,Unfurnished,West,Park,NA,1.0,0.0,0.0,Freehold,5345 sqft,NA,1388 sqft
Property 1445,A nice property,77 Lac,7705095,Bhopal,2330 sqft,Resale,21,Under Construction,Semi-Furnished,West,Park,Society 41,5.0,3.0,2.0,Freehold,4685 sqft,NA,3427 sqft
Property 1446,A nice property,60 Lac,6085193,Ludhiana,779 sqft,Resale,Ground,Ready to Move,Unfurnished,East,NA,NA,1.0,3.0,,Leasehold,4406 sqft,NA,1541 sqft
Property 1447,A nice property,1.4 Cr,13619313,Bangalore,4733 sqft,Resale,23,Under Construction,Semi-Furnished,North,NA,Society 31,5.0,0.0,2.0,Leasehold,948 sqft,NA,3504 sqft
Property 1448,A nice property,1.7 Cr,16587344,Mumbai,1984 sqft,Under Construction,Ground,Under Construction,Semi-Furnished,North,Park,Society 40,5.0,,2.0,Leasehold,3262 sqft,NA,1831 sqft
Property 1449,A nice property,46 Lac,4612157,Kolkata,1608 sqft,Under Construction,11,Under Construction,Furnished,East,Park,Society 41,3.0,3.0,0.0,Leasehold,2543 sqft,NA,1356 sqft
Property 1450,A nice property,27 Lac,2796573,Lucknow,3603 sqft,Resale,23,Under Construction,Unfurnished,South,Park,Society 26,4.0,,3.0,Freehold,3928 sqft,NA,2865 sqft
Property 1451,A nice property,22 Lac,2280780,Kolkata,906 sqft,Ready,24,Ready to Move,Unfurnished,North,Park,Society 20,5.0,1.0,3.0,Freehold,3132 sqft,NA,3409 sqft
Property 1452,A nice property,77 Lac,7726632,Pune,3673 sqft,Resale,Ground,Under Construction,Unfurnished,East,Main Road,Society 32,3.0,0.0,1.0,Leasehold,2903 sqft,NA,1778 sqft
Property 1453,A nice property,37 Lac,3702659,Jaipur,2695 sqft,Resale,24,Under Construction,Furnished,North,Main Road,Society 12,4.0,,,Freehold,2735 sqft,NA,NA
Property 1454,A nice property,69 Lac,6910772,Lucknow,4980 sqft,Ready,25,Ready to Move,Furnished,North,Main Road,Society 1,2.0,3.0,,Leasehold,2802 sqft,NA,1775 sqft
Property 1455,A nice property,59 Lac,5935265,Indore,998 sqft,Ready,16,Under Construction,Furnished,East,Main Road,Society 44,1.0,0.0,2.0,Leasehold,5313 sqft,NA,NA
Property 1456,A nice property,60 Lac,6046881,Hyderabad,992 sqft,Under Construction,10,Under Construction,Unfurnished,South,NA,NA,1.0,3.0,0.0,Leasehold,3456 sqft,NA,NA
Property 1457,A nice property,1.2 Cr,11757147,Mumbai,1485 sqft,Resale,Ground,Under Construction,Semi-Furnished,West,NA,Society 17,2.0,2.0,0.0,Leasehold,3053 sqft,NA,3021 sqft
Property 1458,A nice property,63 Lac,6360163,Visakhapatnam,761 sqft,Resale,6,Under Construction,Semi-Furnished,West,Main Road,NA,5.0,2.0,2.0,Freehold,1545 sqft,NA,1607 sqft
Property 1459,A nice property,35 Lac,3560365,Surat,995 sqft,Resale,Ground,Under Construction,Furnished,North,NA,Society 1,5.0,0.0,,Freehold,1780 sqft,NA,NA
Property 1460,A nice property,79 Lac,7910731,Chennai,1548 sqft,Resale,11,Ready to Move,Semi-Furnished,West,Main Road,Society 18,3.0,1.0,0.0,Leasehold,1592 sqft,NA,1541 sqft
Property 1461,A nice property,44 Lac,4422233,Pune,4014 sqft,Ready,16,Ready to Move,Unfurnished,North,NA,NA,,,0.0,Leasehold,4509 sqft,NA,1096 sqft
Property 1462,A nice property,21 Lac,2102697,Bhopal,4239 sqft,Resale,Ground,Under Construction,Furnished,South,Main Road,Society 20,1.0,0.0,0.0,Leasehold,3815 sqft,NA,2896 sqft
Property 1463,A nice property,38 Lac,3827339,Vadodara,3715 sqft,Resale,13,Under Construction,Semi-Furnished,West,Main Road,NA,2.0,2.0,0.0,Leasehold,2095 sqft,NA,NA
Property 1464,A nice property,76 Lac,7630998,Ahmedabad,1612 sqft,Resale,24,Ready to Move,Unfurnished,North,Park,Society 16,1.0,3.0,1.0,Leasehold,1096 sqft,NA,4248 sqft
Property 1465,A nice property,43 Lac,4309910,Kochi,2670 sqft,Resale,23,Under Construction,Semi-Furnished,East,Main Road,Society 26,5.0,1.0,3.0,Leasehold,5130 sqft,NA,3289 sqft
Property 1466,A nice property,22 Lac,2295054,Vadodara,4486 sqft,Under Construction,Ground,Under Construction,Semi-Furnished,East,Main Road,Society 21,3.0,0.0,0.0,Freehold,957 sqft,NA,1005 sqft
Property 1467,A nice property,72 Lac,7219978,Nagpur,1854 sqft,Resale,18,Ready to Move,Furnished,South,NA,Society 21,1.0,0.0,0.0,Freehold,1324 sqft,NA,NA
Property 1468,A nice property,1.7 Cr,17343640,Delhi,2283 sqft,Ready,5,Ready to Move,Furnished,South,Park,Society 38,4.0,2.0,0.0,Leasehold,2146 sqft,NA,NA
Property 1469,A nice property,40 Lac,4059489,Bhopal,676 sqft,Under Construction,19,Under Construction,Semi-Furnished,East,NA,Society 25,,3.0,,Leasehold,5050 sqft,NA,2782 sqft
Property 1470,A nice property,1.2 Cr,11625935,Bangalore,3066 sqft,Resale,Ground,Under Construction,Unfurnished,West,Park,NA,1.0,1.0,2.0,Leasehold,5744 sqft,NA,3935 sqft
Property 1471,A nice property,62 Lac,6287769,Surat,4047 sqft,Ready,23,Under Construction,Furnished,South,NA,Society 25,4.0,0.0,1.0,Leasehold,2744 sqft,NA,3868 sqft
Property 1472,A nice property,1.4 Cr,14146391,Mumbai,1427 sqft,Under Construction,21,Under Construction,Semi-Furnished,South,Park,NA,3.0,0.0,0.0,Freehold,2786 sqft,NA,2399 sqft
Property 1473,A nice property,60 Lac,6004339,Chandigarh,4862 sqft,Under Construction,5,Ready to Move,Unfurnished,East,NA,Society 24,5.0,3.0,,Leasehold,4858 sqft,NA,3563 sqft
Property 1474,A nice property,1.7 Cr,17348132,Delhi,2811 sqft,Resale,16,Ready to Move,Unfurnished,West,Park,Society 16,2.0,3.0,2.0,Leasehold,2039 sqft,NA,2454 sqft
Property 1475,A nice property,77 Lac,7739291,Indore,1723 sqft,Under Construction,5,Ready to Move,Furnished,West,Park,Society 14,,2.0,3.0,Leasehold,5063 sqft,NA,NA
Property 1476,A nice property,29 Lac,2950877,Ghaziabad,4031 sqft,Resale,24,Ready to Move,Unfurnished,North,NA,Society 10,3.0,1.0,2.0,Freehold,774 sqft,NA,NA
Property 1477,A nice property,60 Lac,6073746,Surat,1459 sqft,Resale,21,Ready to Move,Furnished,East,NA,Society 22,3.0,2.0,,Leasehold,893 sqft,NA,NA
Property 1478,A nice property,36 Lac,3661760,Ghaziabad,4790 sqft,Under Construction,24,Under Construction,Furnished,West,NA,Society 19,4.0,2.0,,Leasehold,5526 sqft,NA,2098 sqft
Property 1479,A nice property,77 Lac,7767018,Bhopal,1564 sqft,Under Construction,Ground,Ready to Move,Unfurnished,West,NA,Society 15,4.0,1.0,2.0,Leasehold,2034 sqft,NA,NA
Property 1480,A nice property,31 Lac,3134220,Surat,2915 sqft,Under Construction,5,Under Construction,Furnished,West,Park,Society 21,2.0,3.0,1.0,Leasehold,853 sqft,NA,508 sqft
Property 1481,A nice property,24 Lac,2444421,Lucknow,1533 sqft,Under Construction,14,Ready to Move,Semi-Furnished,East,Park,Society 9,4.0,1.0,1.0,Leasehold,3611 sqft,NA,3345 sqft
Property 1482,A nice property,75 Lac,7542763,Hyderabad,1470 sqft,Under Construction,6,Ready to Move,Unfurnished,East,Main Road,Society 15,1.0,0.0,,Freehold,2716 sqft,NA,3680 sqft
Property 1483,A nice property,26 Lac,2668861,Bhopal,4677 sqft,Ready,Ground,Under Construction,Furnished,South,Park,NA,3.0,1.0,2.0,Freehold,3856 sqft,NA,NA
Property 1484,A nice property,83 Lac,8361206,Mumbai,2227 sqft,Ready,16,Ready to Move,Unfurnished,South,Main Road,NA,,,2.0,Freehold,3332 sqft,NA,3250 sqft
Property 1485,A nice property,56 Lac,5667018,Indore,2236 sqft,Resale,2,Under Construction,Semi-Furnished,West,NA,Society 39,4.0,2.0,2.0,Leasehold,912 sqft,NA,NA
Property 1486,A nice property,53 Lac,5333477,Chennai,2754 sqft,Resale,17,Ready to Move,Semi-Furnished,East,Park,Society 12,5.0,0.0,1.0,Freehold,3066 sqft,NA,2732 sqft
Property 1487,A nice property,53 Lac,5309871,Ludhiana,4885 sqft,Resale,19,Under Construction,Furnished,East,Park,Society 45,5.0,,1.0,Freehold,5885 sqft,NA,1537 sqft
Property 1488,A nice property,43 Lac,4360870,Chandigarh,2252 sqft,Under Construction,5,Ready to Move,Furnished,East,Main Road,Society 6,5.0,0.0,,Leasehold,3607 sqft,NA,2548 sqft
Property 1489,A nice property,56 Lac,5653966,Nagpur,3532 sqft,Resale,13,Ready to Move,Semi-Furnished,East,Main Road,Society 7,5.0,3.0,2.0,Leasehold,3971 sqft,NA,2665 sqft
Property 1490,A nice property,1.7 Cr,16783038,Delhi,3956 sqft,Resale,4,Under Construction,Furnished,West,Main Road,Society 11,2.0,1.0,2.0,Leasehold,4997 sqft,NA,723 sqft
Property 1491,A nice property,50 Lac,5016865,Surat,3019 sqft,Under Construction,16,Under Construction,Furnished,East,Main Road,Society 9,2.0,1.0,2.0,Freehold,4192 sqft,NA,NA
Property 1492,A nice property,56 Lac,5618062,Hyderabad,1913 sqft,Ready,20,Ready to Move,Furnished,East,NA,NA,5.0,1.0,0.0,Leasehold,5770 sqft,NA,NA
Property 1493,A nice property,62 Lac,6207390,Ahmedabad,922 sqft,Resale,Ground,Ready to Move,Unfurnished,East,Main Road,NA,2.0,1.0,3.0,Freehold,4130 sqft,NA,771 sqft
Property 1494,A nice property,42 Lac,4237908,Surat,4666 sqft,Under Construction,13,Under Construction,Semi-Furnished,South,Main Road,Society 50,4.0,3.0,0.0,Freehold,5604 sqft,NA,3574 sqft
Property 1495,A nice property,59 Lac,5983664,Ghaziabad,2301 sqft,Resale,22,Ready to Move,Furnished,South,NA,NA,1.0,0.0,2.0,Leasehold,1023 sqft,NA,779 sqft
Property 1496,A nice property,62 Lac,6267911,Bhopal,4537 sqft,Ready,25,Under Construction,Unfurnished,East,Main Road,NA,,3.0,2.0,Leasehold,1014 sqft,NA,3874 sqft
Property 1497,A nice property,62 Lac,6263185,Kochi,3308 sqft,Resale,21,Ready to Move,Furnished,North,NA,Society 38,2.0,3.0,2.0,Freehold,1352 sqft,NA,2027 sqft
Property 1498,A nice property,1.3 Cr,13361447,Delhi,2521 sqft,Ready,21,Under Construction,Furnished,North,NA,NA,4.0,1.0,3.0,Freehold,5624 sqft,NA,3470 sqft
Property 1499,A nice property,73 Lac,7389636,Bhopal,622 sqft,Resale,12,Ready to Move,Semi-Furnished,West,Main Road,Society 39,1.0,2.0,0.0,Freehold,2087 sqft,NA,4319 sqft
Property 1500,A nice property,72 Lac,7219326,Lucknow,704 sqft,Under Construction,4,Ready to Move,Unfurnished,East,Park,Society 1,5.0,1.0,2.0,Leasehold,2489 sqft,NA,3582 sqft
Property 1501,A nice property,59 Lac,5917504,Indore,1329 sqft,Resale,16,Ready to Move,Semi-Furnished,North,Main Road,Society 9,,,,Freehold,2241 sqft,NA,1964 sqft
Property 1502,A nice property,64 Lac,6412013,Ahmedabad,1504 sqft,Resale,17,Under Construction,Semi-Furnished,South,Main Road,Society 49,4.0,2.0,2.0,Leasehold,1432 sqft,NA,NA
Property 1503,A nice property,66 Lac,6606247,Indore,4647 sqft,Ready,19,Under Construction,Unfurnished,North,Park,NA,1.0,3.0,,Freehold,3289 sqft,NA,3263 sqft
Property 1504,A nice property,62 Lac,6294897,Chennai,1821 sqft,Under Construction,19,Ready to Move,Unfurnished,North,NA,Society 15,,0.0,1.0,Freehold,1789 sqft,NA,3397 sqft
Property 1505,A nice property,1.0 Cr,10109684,Delhi,1337 sqft,Under Construction,23,Under Construction,Semi-Furnished,North,Park,Society 33,5.0,,0.0,Freehold,3161 sqft,NA,2716 sqft
